Mods count: 203
 
                                  jar name                                   | notes |                        mod id                        |                 mod name                  |           mod version           |                                                                                                                                                                         mixin configs                                                                                                                                                                         |              modrinth hash               | curseforge hash
mythicmetals-0.19.11+1.20.1.jar                                              |       | mythicmetals                                         | Mythic Metals                             | 0.19.11+1.20.1                  | mythicmetals.mixins.json                                                                                                                                                                                                                                                                                                                                      | 55567a86821357224d636fa0348309297cf6a452 | 2639297559     
    /META-INF/jars/additionalentityattributes-1.7.3+1.20.0.jar               |       | additionalentityattributes                           | Additional Entity Attributes              | 1.7.3+1.20.0                    | additionalentityattributes.mixins.json                                                                                                                                                                                                                                                                                                                        |                                          |                
    /META-INF/jars/cardinal-components-base-5.2.1.jar                        |       | cardinal-components-base                             | Cardinal Components API (base)            | 5.2.1                           |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/cardinal-components-entity-5.2.1.jar                      |       | cardinal-components-entity                           | Cardinal Components API (entities)        | 5.2.1                           | mixins.cardinal_components_entity.json                                                                                                                                                                                                                                                                                                                        |                                          |                
    /META-INF/jars/common-protection-api-1.0.0.jar                           |       | common-protection-api                                | Common Protection API                     | 1.0.0                           |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/owo-sentinel-0.11.2+1.20.jar                              |       | owo-sentinel                                         | oωo-sentinel                              | 0.11.2+1.20                     |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/reach-entity-attributes-2.4.0.jar                         |       | reach-entity-attributes                              | Reach Entity Attributes                   | 2.4.0                           | mixins.reach-entity-attributes.json                                                                                                                                                                                                                                                                                                                           |                                          |                
naturalist-5.0pre3+fabric-1.20.1.jar                                         |       | naturalist                                           | Naturalist                                | 5.0pre3                         | naturalist-common.mixins.json, naturalist.mixins.json                                                                                                                                                                                                                                                                                                         | 64e82b5d2a2f57c6888b5c307959c5630015262a | 2539811732     
    /META-INF/jars/cloth-config-fabric-8.2.88.jar                            |       | cloth-config                                         | Cloth Config v8                           | 8.2.88                          |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
        /META-INF/jars/basic-math-0.6.1.jar                                  |       | cloth-basic-math                                     |                                           | 0.6.1                           |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/midnightlib-1.4.1-fabric.jar                              |       | midnightlib                                          | MidnightLib                               | 1.4.1                           | midnightlib.mixins.json                                                                                                                                                                                                                                                                                                                                       |                                          |                
NaturesCompass-1.20.1-2.6.0-fabric.jar                                       |       | naturescompass                                       | Nature's Compass                          | 1.20.1-2.6.0-fabric             | naturescompass.mixins.json                                                                                                                                                                                                                                                                                                                                    | 632368dbfe05d11addc7e6bb6a7a5cc7e60e7828 | 766081451      
nears-1.20.1-2.1.2.jar                                                       |       | nears                                                | Nears                                     | 2.1.2                           | nears.mixins.json                                                                                                                                                                                                                                                                                                                                             | 3bff5ac71aa51c640ee134c36c32370bac6a13f1 | 2089843454     
netherweather-1.1.2_backport.jar                                             |       | mr_netherweather                                     | Nether Weather                            | 1.1.2_backport                  |                                                                                                                                                                                                                                                                                                                                                               | 9a875302b786566317b93bdd701a95b7f489a94e | 2307514021     
NoChatReports-FABRIC-1.20.1-v2.2.2.jar                                       |       | nochatreports                                        | No Chat Reports                           | 1.20.1-v2.2.2                   | mixins/fabric/nochatreports-fabric.mixins.json, mixins/common/nochatreports.mixins.json                                                                                                                                                                                                                                                                       | b99f23fb76aad5a944400717e6d71aa011c4d7f7 | 1156441238     
    /META-INF/jars/fabric-api-base-0.4.29+b04edc7a82.jar                     |       | fabric-api-base                                      | Fabric API Base                           | 0.4.29+b04edc7a82               |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/fabric-networking-api-v1-1.3.8+b3afc78b82.jar             |       | fabric-networking-api-v1                             | Fabric Networking API (v1)                | 1.3.8+b3afc78b82                | fabric-networking-api-v1.mixins.json, fabric-networking-api-v1.client.mixins.json                                                                                                                                                                                                                                                                             |                                          |                
    /META-INF/jars/fabric-screen-api-v1-2.0.6+b3afc78b82.jar                 |       | fabric-screen-api-v1                                 | Fabric Screen API (v1)                    | 2.0.6+b3afc78b82                | fabric-screen-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jars/fabric-rendering-v1-3.0.6+b3afc78b82.jar                  |       | fabric-rendering-v1                                  | Fabric Rendering (v1)                     | 3.0.6+b3afc78b82                | fabric-rendering-v1.mixins.json                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/fabric-resource-loader-v0-0.11.7+f7923f6d82.jar           |       | fabric-resource-loader-v0                            | Fabric Resource Loader (v0)               | 0.11.7+f7923f6d82               | fabric-resource-loader-v0.mixins.json, fabric-resource-loader-v0.client.mixins.json                                                                                                                                                                                                                                                                           |                                          |                
Obscure-API-16.jar                                                           |       | obscure_api                                          | Obscure API                               | 16                              | obscure_api.mixins.json                                                                                                                                                                                                                                                                                                                                       | 0272d0e5ddddd63a57b27130f3e317efb60ef509 | 2048513852     
omnicrossbow-0.2.1+mc1.20.1.jar                                              |       | omnicrossbow                                         | Omni Crossbow                             | 0.2.1+mc1.20.1                  | omnicrossbow.mixins.json, omnicrossbow.client.mixins.json                                                                                                                                                                                                                                                                                                     | bdc4d3617faacd763dde044a4bb2cb69ab211369 | 646207035      
omnihopper-2.2.4+1.20.jar                                                    |       | omnihopper                                           | Omni-Hopper                               | 2.2.4+1.20                      | omnihopper.mixins.json                                                                                                                                                                                                                                                                                                                                        | 0249bd880ce7b8107002ef1ce165d931c429f45c | 2961995422     
    /META-INF/jars/cicada-lib-0.5.2+1.20.1-minus.jar                         |       | cicada                                               | CICADA                                    | 0.5.2+1.20.1-minus              | cicada.mixins.json                                                                                                                                                                                                                                                                                                                                            |                                          |                
    /META-INF/jars/cooldown-coordinator-0.6.2.jar                            |       | cooldown-coordinator                                 | Cooldown Coordinator                      | 0.6.2                           | cooldown-coordinator.mixins.json                                                                                                                                                                                                                                                                                                                              |                                          |                
optigui-2.3.0-beta.9+1.20.jar                                                |       | optigui                                              | OptiGUI                                   | 2.3.0-beta.9+1.20               | optigui.mixins.json                                                                                                                                                                                                                                                                                                                                           | e25335f9a5f44287981d115d6a8ca9dd9d30cd94 | 3215202960     
    /META-INF/jars/commons-text-1.11.0.jar                                   |       | org_apache_commons_commons-text                      | commons-text                              | 1.11.0                          |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/ini4j-0.5.4.jar                                           |       | org_ini4j_ini4j                                      | ini4j                                     | 0.5.4                           |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
ore_plus_x2-2.15.41.3.jar                                                    |       | mr_ore_plus_x2                                       | Ore Plus x2                               | 2.15.41.3                       |                                                                                                                                                                                                                                                                                                                                                               | 9693cab0c4ba754f4443770c106a0ddaaeb8c3ed | 1367836476     
overweightfarming-1.20.1-2.0.3-fabric.jar                                    |       | overweight_farming                                   | Overweight Farming                        | 1.20.1-2.0.3-fabric             | overweightfarming.mixins.json                                                                                                                                                                                                                                                                                                                                 | 0098fd7145752d85b6317323606352ece8ab5626 | 3235773060     
    /META-INF/jars/midnightlib-1.4.1-fabric.jar                              |       | midnightlib                                          | MidnightLib                               | 1.4.1                           | midnightlib.mixins.json                                                                                                                                                                                                                                                                                                                                       |                                          |                
owo-lib-0.11.2+1.20.jar                                                      |       | owo                                                  | oωo                                       | 0.11.2+1.20                     | owo.mixins.json                                                                                                                                                                                                                                                                                                                                               | be88938ca5df78271e64bc9f85c3575754f33e2a | 2971442500     
    /META-INF/jars/jankson-1.2.2.jar                                         |       | blue_endless_jankson                                 | jankson                                   | 1.2.2                           |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
Platform-fabric-1.20.1-1.3.3.jar                                             |       | platform                                             | Platform                                  | 1.3.3                           | platform.mixins.json, platform-common.mixins.json                                                                                                                                                                                                                                                                                                             | ba55ef32ff56501fc64a9714c2e90c53f723c7b1 | 3842544598     
potionsauce-1.20-1.jar                                                       |       | potionsauce                                          | Potion Sauce                              | 1.20-1                          | potionsauce.mixins.json                                                                                                                                                                                                                                                                                                                                       | e2e420fbc95058bfd939960818871abd6a799ba7 | 238070028      
puzzle-fabric-2.3.0+1.20.1.jar                                               |       | puzzle                                               | Puzzle                                    | 2.3.0                           | puzzle-gui.mixins.json, puzzle-splashscreen_neoforge.mixins.json, puzzle-splashscreen.mixins.json, puzzle-models.mixins.json                                                                                                                                                                                                                                  | 161652a04e173d06fbcfcdbce3f1a318875a87b7 | 3035718272     
    /META-INF/jars/midnightlib-1.9.2+1.20.1-fabric.jar                       |       | midnightlib                                          | MidnightLib                               | 1.9.2                           | midnightlib.mixins.json                                                                                                                                                                                                                                                                                                                                       |                                          |                
PuzzlesLib-v8.1.33-1.20.1-Fabric.jar                                         |       | puzzleslib                                           | Puzzles Lib                               | 8.1.33                          | puzzleslib.common.mixins.json, puzzleslib.fabric.mixins.json                                                                                                                                                                                                                                                                                                  | 13282e818c9b5d20ba9f50949e3776d678d6926d | 1322809292     
    /META-INF/jars/puzzlesaccessapi-fabric-20.1.1.jar                        |       | puzzlesaccessapi                                     | Puzzles Access Api                        | 20.1.1                          | puzzlesaccessapi.common.mixins.json, puzzlesaccessapi.fabric.mixins.json                                                                                                                                                                                                                                                                                      |                                          |                
qraftys-end-villages-1.jar                                                   |       | mr_qraftys_endvillages                               | qrafty's End Villages                     | 1                               |                                                                                                                                                                                                                                                                                                                                                               | d42eb179d121a887e8219a55f1f07d45480dffe9 | 4214699321     
reeses_sodium_options-1.7.2+mc1.20.1-build.101.jar                           |       | reeses-sodium-options                                | Reese's Sodium Options                    | 1.7.2+mc1.20.1-build.101        | reeses-sodium-options.mixins.json                                                                                                                                                                                                                                                                                                                             | 206f1b01b99ac3df99ddd84ed96b466a8700412d | 594864691      
resourcefulconfig-fabric-1.20.1-2.1.3.jar                                    |       | resourcefulconfig                                    | Resourcefulconfig                         | 2.1.3                           |                                                                                                                                                                                                                                                                                                                                                               | d351fd7247c8adc0fe41d6b3a04bf869fdf4ddbc | 2279038293     
resourcefullib-fabric-1.20.1-2.1.29.jar                                      |       | resourcefullib                                       | Resourceful Lib                           | 2.1.29                          | resourcefullib.mixins.json                                                                                                                                                                                                                                                                                                                                    | e1d85a3100c2f3683a65dca20518e3914d82b0f0 | 4180398969     
    /META-INF/jars/yabn-1.0.3.jar                                            |       | com_teamresourceful_yabn                             | yabn                                      | 1.0.3                           |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/bytecodecs-1.0.2.jar                                      |       | com_teamresourceful_bytecodecs                       | bytecodecs                                | 1.0.2                           |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
respawnablepets-1.20-1.jar                                                   |       | respawnablepets                                      | Respawnable Pets                          | 1.20-1                          | respawnablepets.mixins.json                                                                                                                                                                                                                                                                                                                                   | 122365680f10fa208a77dbc26309830c4da83e4f | 1924826819     
    /META-INF/jars/cardinal-components-base-5.2.1.jar                        |       | cardinal-components-base                             | Cardinal Components API (base)            | 5.2.1                           |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/cardinal-components-entity-5.2.1.jar                      |       | cardinal-components-entity                           | Cardinal Components API (entities)        | 5.2.1                           | mixins.cardinal_components_entity.json                                                                                                                                                                                                                                                                                                                        |                                          |                
    /META-INF/jars/cardinal-components-world-5.2.1.jar                       |       | cardinal-components-world                            | Cardinal Components API (worlds)          | 5.2.1                           | mixins.cardinal_components_world.json                                                                                                                                                                                                                                                                                                                         |                                          |                
    /META-INF/jars/midnightlib-1.4.1-fabric.jar                              |       | midnightlib                                          | MidnightLib                               | 1.4.1                           | midnightlib.mixins.json                                                                                                                                                                                                                                                                                                                                       |                                          |                
rottencreatures-fabric-1.20.1-1.1.0.jar                                      |       | rottencreatures                                      | Rotten Creatures                          | 1.1.0                           | rottencreatures-common.mixins.json, rottencreatures.mixins.json                                                                                                                                                                                                                                                                                               | 9b56ba6a17b25fe57244bf4d8728486703e33b6a | 739588025      
rrls-4.0.6.1+mc1.20.1-fabric.jar                                             |       | rrls                                                 | Remove Reloading Screen                   | 4.0.6.1+mc1.20.1-fabric         | rrls.mixins.json                                                                                                                                                                                                                                                                                                                                              | fdd6e230c712ee9c4b637d73bccd21bc8ed3a7c3 | 1097539996     
skinlayers3d-fabric-1.11.1-mc1.20.1.jar                                      |       | skinlayers3d                                         | 3d-Skin-Layers                            | 1.11.1                          | skinlayers3d.mixins.json, skinlayers3d.refmap.mixins.json                                                                                                                                                                                                                                                                                                     | e9f9793aff2a2d2c370b8c7d6f7f53c0f6dc30c6 | 3728602792     
    /META-INF/jars/TRansition-1.0.17-1.20.1-fabric-SNAPSHOT.jar              |       | transition                                           | TRansition                                | 1.0.17                          | transition.mixins.json, transition.refmap.mixins.json                                                                                                                                                                                                                                                                                                         |                                          |                
    /META-INF/jars/TRender-1.0.12-1.20.1-fabric-SNAPSHOT.jar                 |       | trender                                              | TRender                                   | 1.0.12                          | trender.mixins.json, trender.refmap.mixins.json                                                                                                                                                                                                                                                                                                               |                                          |                
sodium-extra-0.5.9+mc1.20.1.jar                                              |       | sodium-extra                                         | Sodium Extra                              | 0.5.9+mc1.20.1                  | sodium-extra.mixins.json                                                                                                                                                                                                                                                                                                                                      | 0f97ec3f395b223848a63573b1a46cbecf97f19f | 3278445562     
    /META-INF/jars/CaffeineConfig-1.3.0+1.17.jar                             |       | caffeineconfig                                       | CaffeineConfig                            | 1.3.0+1.17                      |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
sodium-fabric-0.5.13+mc1.20.1.jar                                            |       | sodium                                               | Sodium                                    | 0.5.13+mc1.20.1                 | sodium.mixins.json                                                                                                                                                                                                                                                                                                                                            | bcdbf37d9494e405cba210d7a80ed58e756297b5 | 2838862230     
    /META-INF/jars/fabric-api-base-0.4.31+1802ada577.jar                     |       | fabric-api-base                                      | Fabric API Base                           | 0.4.31+1802ada577               |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/fabric-block-view-api-v2-1.0.1+1802ada577.jar             |       | fabric-block-view-api-v2                             | Fabric BlockView API (v2)                 | 1.0.1+1802ada577                | fabric-block-view-api-v2.client.mixins.json, fabric-block-view-api-v2.mixins.json                                                                                                                                                                                                                                                                             |                                          |                
    /META-INF/jars/fabric-rendering-data-attachment-v1-0.3.37+92a0d36777.jar |       | fabric-rendering-data-attachment-v1                  | Fabric Rendering Data Attachment (v1)     | 0.3.37+92a0d36777               | fabric-rendering-data-attachment-v1.client.mixins.json, fabric-rendering-data-attachment-v1.mixins.json                                                                                                                                                                                                                                                       |                                          |                
    /META-INF/jars/fabric-rendering-fluids-v1-3.0.28+1802ada577.jar          |       | fabric-rendering-fluids-v1                           | Fabric Rendering Fluids (v1)              | 3.0.28+1802ada577               | fabric-rendering-fluids-v1.mixins.json                                                                                                                                                                                                                                                                                                                        |                                          |                
    /META-INF/jars/fabric-resource-loader-v0-0.11.11+fb82e9d777.jar          |       | fabric-resource-loader-v0                            | Fabric Resource Loader (v0)               | 0.11.11+fb82e9d777              | fabric-resource-loader-v0.mixins.json, fabric-resource-loader-v0.client.mixins.json                                                                                                                                                                                                                                                                           |                                          |                
SomeMoreBlocks@fabric-1.20.1-1.0.7-bp.jar                                    |       | somemoreblocks                                       | Some More Blocks                          | 1.0.7-bp                        | somemoreblocks.mixins.json, somemoreblocks.fabric.mixins.json                                                                                                                                                                                                                                                                                                 | 978df1e5abfb3c8231f03901edf53f620728920f | 3099289278     
sound-physics-remastered-fabric-1.20.1-1.5.1.jar                             |       | sound_physics_remastered                             | Sound Physics Remastered                  | 1.20.1-1.5.1                    | sound_physics_remastered.mixins.json                                                                                                                                                                                                                                                                                                                          | b06a2eb31bcfe3d98463d1323e4787ac2b378bff | 4064524549     
Sounds-2.2.1+1.20.1+fabric.jar                                               |       | sounds                                               | Sounds                                    | 2.2.1+1.20.1+fabric             | sounds.mixins.json                                                                                                                                                                                                                                                                                                                                            | f3acf84a8bf5249032a488bc8f0167d413583a59 | 1468229635     
    /META-INF/jars/architectury-fabric-9.2.14.jar                            |       | architectury                                         | Architectury                              | 9.2.14                          | architectury.mixins.json, architectury-common.mixins.json                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jars/yet-another-config-lib-3.5.0+1.20.1-fabric.jar            |       | yet_another_config_lib_v3                            | YetAnotherConfigLib                       | 3.5.0+1.20.1-fabric             | yacl.mixins.json, yacl-fabric.mixins.json                                                                                                                                                                                                                                                                                                                     |                                          |                
        /META-INF/jars/common-image-3.10.0.jar                               |       | com_twelvemonkeys_common_common-image                | common-image                              | 3.10.0                          |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
        /META-INF/jars/common-io-3.10.0.jar                                  |       | com_twelvemonkeys_common_common-io                   | common-io                                 | 3.10.0                          |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
        /META-INF/jars/common-lang-3.10.0.jar                                |       | com_twelvemonkeys_common_common-lang                 | common-lang                               | 3.10.0                          |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
        /META-INF/jars/gson-0.2.1.jar                                        |       | org_quiltmc_parsers_gson                             | gson                                      | 0.2.1                           |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
